iteration,sigma_c_low_ai,sigma_c_medium_ai,sigma_c_high_ai,sigma_f_low_verify,sigma_f_base_verify,sigma_f_high_verify,candidate_br_low,candidate_br_medium,candidate_br_high,firm_br
24,0.4074074074074074,0.7407407407407407,0.6666666666666666,0.9285714285714286,0.03571428571428571,0.03571428571428571,1,1,1,LowVerify
25,0.39285714285714285,0.75,0.6785714285714286,0.9310344827586207,0.034482758620689655,0.034482758620689655,0,1,1,LowVerify
26,0.3793103448275862,0.7586206896551724,0.6896551724137931,0.9333333333333333,0.03333333333333333,0.03333333333333333,0,1,1,LowVerify
27,0.36666666666666664,0.7666666666666667,0.7,0.9354838709677419,0.03225806451612903,0.03225806451612903,0,1,1,LowVerify
28,0.3548387096774194,0.7741935483870968,0.7096774193548387,0.9375,0.03125,0.03125,0,1,1,LowVerify
29,0.34375,0.78125,0.71875,0.9393939393939394,0.030303030303030304,0.030303030303030304,0,1,1,LowVerify
30,0.3333333333333333,0.7878787878787878,0.7272727272727273,0.9411764705882353,0.029411764705882353,0.029411764705882353,0,1,1,LowVerify
31,0.3235294117647059,0.7941176470588235,0.7352941176470589,0.9428571428571428,0.02857142857142857,0.02857142857142857,0,1,1,LowVerify
32,0.3142857142857143,0.8,0.7428571428571429,0.9444444444444444,0.027777777777777776,0.027777777777777776,0,1,1,LowVerify
33,0.3055555555555556,0.8055555555555556,0.75,0.9459459459459459,0.02702702702702703,0.02702702702702703,0,1,1,LowVerify
34,0.2972972972972973,0.8108108108108109,0.7567567567567568,0.9473684210526315,0.02631578947368421,0.02631578947368421,0,1,1,LowVerify
35,0.2894736842105263,0.8157894736842105,0.7631578947368421,0.9487179487179487,0.02564102564102564,0.02564102564102564,0,1,1,LowVerify
36,0.3076923076923077,0.8205128205128205,0.7692307692307693,0.95,0.025,0.025,1,1,1,LowVerify
37,0.3,0.825,0.775,0.9512195121951219,0.024390243902439025,0.024390243902439025,0,1,1,LowVerify
38,0.2926829268292683,0.8292682926829268,0.7804878048780488,0.9523809523809523,0.023809523809523808,0.023809523809523808,0,1,1,LowVerify
39,0.2857142857142857,0.8333333333333334,0.7857142857142857,0.9534883720930233,0.023255813953488372,0.023255813953488372,0,1,1,LowVerify
40,0.27906976744186046,0.8372093023255814,0.7906976744186046,0.9545454545454546,0.022727272727272728,0.022727272727272728,0,1,1,LowVerify
41,0.2727272727272727,0.8409090909090909,0.7954545454545454,0.9555555555555556,0.022222222222222223,0.022222222222222223,0,1,1,LowVerify
42,0.26666666666666666,0.8444444444444444,0.8,0.9565217391304348,0.021739130434782608,0.021739130434782608,0,1,1,LowVerify
43,0.2608695652173913,0.8478260869565217,0.8043478260869565,0.9574468085106383,0.02127659574468085,0.02127659574468085,0,1,1,LowVerify
44,0.2553191489361702,0.851063829787234,0.8085106382978723,0.9583333333333334,0.020833333333333332,0.020833333333333332,0,1,1,LowVerify
45,0.25,0.8541666666666666,0.8125,0.9591836734693877,0.02040816326530612,0.02040816326530612,0,1,1,LowVerify
46,0.24489795918367346,0.8571428571428571,0.8163265306122449,0.96,0.02,0.02,0,1,1,LowVerify
47,0.24,0.86,0.82,0.9607843137254902,0.0196078431372549,0.0196078431372549,0,1,1,LowVerify
48,0.2549019607843137,0.8627450980392157,0.8235294117647058,0.9615384615384616,0.019230769230769232,0.019230769230769232,1,1,1,LowVerify
49,0.25,0.8653846153846154,0.8269230769230769,0.9622641509433962,0.018867924528301886,0.018867924528301886,0,1,1,LowVerify
50,0.24528301886792453,0.8679245283018868,0.8301886792452831,0.9629629629629629,0.018518518518518517,0.018518518518518517,0,1,1,LowVerify
51,0.24074074074074073,0.8703703703703703,0.8333333333333334,0.9636363636363636,0.01818181818181818,0.01818181818181818,0,1,1,LowVerify
52,0.23636363636363636,0.8727272727272727,0.8363636363636363,0.9642857142857143,0.017857142857142856,0.017857142857142856,0,1,1,LowVerify
53,0.23214285714285715,0.875,0.8392857142857143,0.9649122807017544,0.017543859649122806,0.017543859649122806,0,1,1,LowVerify
54,0.22807017543859648,0.8771929824561403,0.8421052631578947,0.9655172413793104,0.017241379310344827,0.017241379310344827,0,1,1,LowVerify
55,0.22413793103448276,0.8793103448275862,0.8448275862068966,0.9661016949152542,0.01694915254237288,0.01694915254237288,0,1,1,LowVerify
56,0.22033898305084745,0.8813559322033898,0.847457627118644,0.9666666666666667,0.016666666666666666,0.016666666666666666,0,1,1,LowVerify
57,0.21666666666666667,0.8833333333333333,0.85,0.9672131147540983,0.01639344262295082,0.01639344262295082,0,1,1,LowVerify
58,0.22950819672131148,0.8852459016393442,0.8524590163934426,0.967741935483871,0.016129032258064516,0.016129032258064516,1,1,1,LowVerify
59,0.22580645161290322,0.8870967741935484,0.8548387096774194,0.9682539682539683,0.015873015873015872,0.015873015873015872,0,1,1,LowVerify
60,0.2222222222222222,0.8888888888888888,0.8571428571428571,0.96875,0.015625,0.015625,0,1,1,LowVerify
61,0.21875,0.890625,0.859375,0.9692307692307692,0.015384615384615385,0.015384615384615385,0,1,1,LowVerify
62,0.2153846153846154,0.8923076923076924,0.8615384615384616,0.9696969696969697,0.015151515151515152,0.015151515151515152,0,1,1,LowVerify
63,0.21212121212121213,0.8939393939393939,0.8636363636363636,0.9701492537313433,0.014925373134328358,0.014925373134328358,0,1,1,LowVerify
64,0.208955223880597,0.8955223880597015,0.8656716417910447,0.9705882352941176,0.014705882352941176,0.014705882352941176,0,1,1,LowVerify
65,0.20588235294117646,0.8970588235294118,0.8676470588235294,0.9710144927536232,0.014492753623188406,0.014492753623188406,0,1,1,LowVerify
66,0.2028985507246377,0.8985507246376812,0.8695652173913043,0.9714285714285714,0.014285714285714285,0.014285714285714285,0,1,1,LowVerify
67,0.2,0.9,0.8714285714285714,0.971830985915493,0.014084507042253521,0.014084507042253521,0,1,1,LowVerify
68,0.19718309859154928,0.9014084507042254,0.8732394366197183,0.9722222222222222,0.013888888888888888,0.013888888888888888,0,1,1,LowVerify
69,0.19444444444444445,0.9027777777777778,0.875,0.9726027397260274,0.0136986301369863,0.0136986301369863,0,1,1,LowVerify
70,0.1917808219178082,0.9041095890410958,0.8767123287671232,0.972972972972973,0.013513513513513514,0.013513513513513514,0,1,1,LowVerify
71,0.1891891891891892,0.9054054054054054,0.8783783783783784,0.9733333333333334,0.013333333333333334,0.013333333333333334,0,1,1,LowVerify
72,0.18666666666666668,0.9066666666666666,0.88,0.9736842105263158,0.013157894736842105,0.013157894736842105,0,1,1,LowVerify
73,0.19736842105263158,0.9078947368421053,0.881578947368421,0.974025974025974,0.012987012987012988,0.012987012987012988,1,1,1,LowVerify
74,0.19480519480519481,0.9090909090909091,0.8831168831168831,0.9743589743589743,0.01282051282051282,0.01282051282051282,0,1,1,LowVerify
75,0.19230769230769232,0.9102564102564102,0.8846153846153846,0.9746835443037974,0.012658227848101266,0.012658227848101266,0,1,1,LowVerify
76,0.189873417721519,0.9113924050632911,0.8860759493670886,0.975,0.0125,0.0125,0,1,1,LowVerify
77,0.1875,0.9125,0.8875,0.9753086419753086,0.012345679012345678,0.012345679012345678,0,1,1,LowVerify
78,0.18518518518518517,0.9135802469135802,0.8888888888888888,0.975609756097561,0.012195121951219513,0.012195121951219513,0,1,1,LowVerify
79,0.18292682926829268,0.9146341463414634,0.8902439024390244,0.9759036144578314,0.012048192771084338,0.012048192771084338,0,1,1,LowVerify
80,0.18072289156626506,0.9156626506024096,0.891566265060241,0.9761904761904762,0.011904761904761904,0.011904761904761904,0,1,1,LowVerify
81,0.17857142857142858,0.9166666666666666,0.8928571428571429,0.9764705882352941,0.011764705882352941,0.011764705882352941,0,1,1,LowVerify
82,0.18823529411764706,0.9176470588235294,0.8941176470588236,0.9767441860465116,0.011627906976744186,0.011627906976744186,1,1,1,LowVerify
83,0.18604651162790697,0.9186046511627907,0.8953488372093024,0.9770114942528736,0.011494252873563218,0.011494252873563218,0,1,1,LowVerify
84,0.1839080459770115,0.9195402298850575,0.896551724137931,0.9772727272727273,0.011363636363636364,0.011363636363636364,0,1,1,LowVerify
85,0.18181818181818182,0.9204545454545454,0.8977272727272727,0.9775280898876404,0.011235955056179775,0.011235955056179775,0,1,1,LowVerify
86,0.1797752808988764,0.9213483146067416,0.898876404494382,0.9777777777777777,0.011111111111111112,0.011111111111111112,0,1,1,LowVerify
87,0.17777777777777778,0.9222222222222223,0.9,0.978021978021978,0.01098901098901099,0.01098901098901099,0,1,1,LowVerify
88,0.17582417582417584,0.9230769230769231,0.9010989010989011,0.9782608695652174,0.010869565217391304,0.010869565217391304,0,1,1,LowVerify
89,0.18478260869565216,0.9239130434782609,0.9021739130434783,0.978494623655914,0.010752688172043012,0.010752688172043012,1,1,1,LowVerify
90,0.1827956989247312,0.9247311827956989,0.9032258064516129,0.9787234042553191,0.010638297872340425,0.010638297872340425,0,1,1,LowVerify
91,0.18085106382978725,0.925531914893617,0.9042553191489362,0.9789473684210527,0.010526315789473684,0.010526315789473684,0,1,1,LowVerify
92,0.17894736842105263,0.9263157894736842,0.9052631578947369,0.9791666666666666,0.010416666666666666,0.010416666666666666,0,1,1,LowVerify
93,0.17708333333333334,0.9270833333333334,0.90625,0.979381443298969,0.010309278350515464,0.010309278350515464,0,1,1,LowVerify
94,0.17525773195876287,0.9278350515463918,0.9072164948453608,0.9795918367346939,0.01020408163265306,0.01020408163265306,0,1,1,LowVerify
95,0.17346938775510204,0.9285714285714286,0.9081632653061225,0.9797979797979798,0.010101010101010102,0.010101010101010102,0,1,1,LowVerify
96,0.1717171717171717,0.9292929292929293,0.9090909090909091,0.98,0.01,0.01,0,1,1,LowVerify
97,0.17,0.93,0.91,0.9801980198019802,0.009900990099009901,0.009900990099009901,0,1,1,LowVerify
98,0.16831683168316833,0.9306930693069307,0.9108910891089109,0.9803921568627451,0.00980392156862745,0.00980392156862745,0,1,1,LowVerify
99,0.16666666666666666,0.9313725490196079,0.9117647058823529,0.9805825242718447,0.009708737864077669,0.009708737864077669,0,1,1,LowVerify
100,0.1650485436893204,0.9320388349514563,0.912621359223301,0.9807692307692307,0.009615384615384616,0.009615384615384616,0,1,1,LowVerify
101,0.16346153846153846,0.9326923076923077,0.9134615384615384,0.9809523809523809,0.009523809523809525,0.009523809523809525,0,1,1,LowVerify
102,0.1619047619047619,0.9333333333333333,0.9142857142857143,0.9811320754716981,0.009433962264150943,0.009433962264150943,0,1,1,LowVerify
103,0.16037735849056603,0.9339622641509434,0.9150943396226415,0.9813084112149533,0.009345794392523364,0.009345794392523364,0,1,1,LowVerify
104,0.1588785046728972,0.9345794392523364,0.9158878504672897,0.9814814814814815,0.009259259259259259,0.009259259259259259,0,1,1,LowVerify
105,0.1574074074074074,0.9351851851851852,0.9166666666666666,0.981651376146789,0.009174311926605505,0.009174311926605505,0,1,1,LowVerify
106,0.1559633027522936,0.9357798165137615,0.9174311926605505,0.9818181818181818,0.00909090909090909,0.00909090909090909,0,1,1,LowVerify
107,0.15454545454545454,0.9363636363636364,0.9181818181818182,0.9819819819819819,0.009009009009009009,0.009009009009009009,0,1,1,LowVerify
108,0.15315315315315314,0.9369369369369369,0.918918918918919,0.9821428571428571,0.008928571428571428,0.008928571428571428,0,1,1,LowVerify
109,0.15178571428571427,0.9375,0.9196428571428571,0.9823008849557522,0.008849557522123894,0.008849557522123894,0,1,1,LowVerify
110,0.1504424778761062,0.9380530973451328,0.9203539823008849,0.9824561403508771,0.008771929824561403,0.008771929824561403,0,1,1,LowVerify
111,0.14912280701754385,0.9385964912280702,0.9210526315789473,0.9826086956521739,0.008695652173913044,0.008695652173913044,0,1,1,LowVerify
112,0.14782608695652175,0.9391304347826087,0.9217391304347826,0.9827586206896551,0.008620689655172414,0.008620689655172414,0,1,1,LowVerify
113,0.14655172413793102,0.9396551724137931,0.9224137931034483,0.9829059829059829,0.008547008547008548,0.008547008547008548,0,1,1,LowVerify
114,0.1452991452991453,0.9401709401709402,0.9230769230769231,0.9830508474576272,0.00847457627118644,0.00847457627118644,0,1,1,LowVerify
115,0.1440677966101695,0.940677966101695,0.923728813559322,0.9831932773109243,0.008403361344537815,0.008403361344537815,0,1,1,LowVerify
116,0.14285714285714285,0.9411764705882353,0.9243697478991597,0.9833333333333333,0.008333333333333333,0.008333333333333333,0,1,1,LowVerify
117,0.14166666666666666,0.9416666666666667,0.925,0.9834710743801653,0.008264462809917356,0.008264462809917356,0,1,1,LowVerify
118,0.14049586776859505,0.9421487603305785,0.9256198347107438,0.9836065573770492,0.00819672131147541,0.00819672131147541,0,1,1,LowVerify
119,0.13934426229508196,0.9426229508196722,0.9262295081967213,0.983739837398374,0.008130081300813009,0.008130081300813009,0,1,1,LowVerify
120,0.13821138211382114,0.943089430894309,0.926829268292683,0.9838709677419355,0.008064516129032258,0.008064516129032258,0,1,1,LowVerify
121,0.13709677419354838,0.9435483870967742,0.9274193548387096,0.984,0.008,0.008,0,1,1,LowVerify
122,0.144,0.944,0.928,0.9841269841269841,0.007936507936507936,0.007936507936507936,1,1,1,LowVerify
123,0.14285714285714285,0.9444444444444444,0.9285714285714286,0.984251968503937,0.007874015748031496,0.007874015748031496,0,1,1,LowVerify
124,0.14173228346456693,0.9448818897637795,0.9291338582677166,0.984375,0.0078125,0.0078125,0,1,1,LowVerify
125,0.140625,0.9453125,0.9296875,0.9844961240310077,0.007751937984496124,0.007751937984496124,0,1,1,LowVerify
126,0.13953488372093023,0.9457364341085271,0.9302325581395349,0.9846153846153847,0.007692307692307693,0.007692307692307693,0,1,1,LowVerify
127,0.13846153846153847,0.9461538461538461,0.9307692307692308,0.9847328244274809,0.007633587786259542,0.007633587786259542,0,1,1,LowVerify
128,0.13740458015267176,0.9465648854961832,0.9312977099236641,0.9848484848484849,0.007575757575757576,0.007575757575757576,0,1,1,LowVerify
129,0.13636363636363635,0.946969696969697,0.9318181818181818,0.9849624060150376,0.007518796992481203,0.007518796992481203,0,1,1,LowVerify
130,0.13533834586466165,0.9473684210526315,0.9323308270676691,0.9850746268656716,0.007462686567164179,0.007462686567164179,0,1,1,LowVerify
131,0.13432835820895522,0.9477611940298507,0.9328358208955224,0.9851851851851852,0.007407407407407408,0.007407407407407408,0,1,1,LowVerify
132,0.13333333333333333,0.9481481481481482,0.9333333333333333,0.9852941176470589,0.007352941176470588,0.007352941176470588,0,1,1,LowVerify
133,0.1323529411764706,0.9485294117647058,0.9338235294117647,0.9854014598540146,0.0072992700729927005,0.0072992700729927005,0,1,1,LowVerify
134,0.13138686131386862,0.948905109489051,0.9343065693430657,0.9855072463768116,0.007246376811594203,0.007246376811594203,0,1,1,LowVerify
135,0.13768115942028986,0.9492753623188406,0.9347826086956522,0.9856115107913669,0.007194244604316547,0.007194244604316547,1,1,1,LowVerify
136,0.1366906474820144,0.9496402877697842,0.935251798561151,0.9857142857142858,0.007142857142857143,0.007142857142857143,0,1,1,LowVerify
137,0.1357142857142857,0.95,0.9357142857142857,0.9858156028368794,0.0070921985815602835,0.0070921985815602835,0,1,1,LowVerify
138,0.1347517730496454,0.950354609929078,0.9361702127659575,0.9859154929577465,0.007042253521126761,0.007042253521126761,0,1,1,LowVerify
139,0.13380281690140844,0.9507042253521126,0.9366197183098591,0.986013986013986,0.006993006993006993,0.006993006993006993,0,1,1,LowVerify
140,0.13286713286713286,0.951048951048951,0.9370629370629371,0.9861111111111112,0.006944444444444444,0.006944444444444444,0,1,1,LowVerify
141,0.13194444444444445,0.9513888888888888,0.9375,0.9862068965517241,0.006896551724137931,0.006896551724137931,0,1,1,LowVerify
142,0.1310344827586207,0.9517241379310345,0.9379310344827586,0.9863013698630136,0.00684931506849315,0.00684931506849315,0,1,1,LowVerify
143,0.13013698630136986,0.952054794520548,0.9383561643835616,0.9863945578231292,0.006802721088435374,0.006802721088435374,0,1,1,LowVerify
144,0.1292517006802721,0.9523809523809523,0.9387755102040817,0.9864864864864865,0.006756756756756757,0.006756756756756757,0,1,1,LowVerify
145,0.12837837837837837,0.9527027027027027,0.9391891891891891,0.9865771812080537,0.006711409395973154,0.006711409395973154,0,1,1,LowVerify
146,0.12751677852348994,0.9530201342281879,0.9395973154362416,0.9866666666666667,0.006666666666666667,0.006666666666666667,0,1,1,LowVerify
147,0.12666666666666668,0.9533333333333334,0.94,0.9867549668874173,0.006622516556291391,0.006622516556291391,0,1,1,LowVerify
148,0.12582781456953643,0.9536423841059603,0.9403973509933775,0.9868421052631579,0.006578947368421052,0.006578947368421052,0,1,1,LowVerify
149,0.125,0.9539473684210527,0.9407894736842105,0.9869281045751634,0.006535947712418301,0.006535947712418301,0,1,1,LowVerify
150,0.12418300653594772,0.954248366013072,0.9411764705882353,0.987012987012987,0.006493506493506494,0.006493506493506494,0,1,1,LowVerify
151,0.12987012987012986,0.9545454545454546,0.9415584415584416,0.9870967741935484,0.0064516129032258064,0.0064516129032258064,1,1,1,LowVerify
152,0.12903225806451613,0.9548387096774194,0.9419354838709677,0.9871794871794872,0.00641025641025641,0.00641025641025641,0,1,1,LowVerify
153,0.1282051282051282,0.9551282051282052,0.9423076923076923,0.9872611464968153,0.006369426751592357,0.006369426751592357,0,1,1,LowVerify
154,0.12738853503184713,0.9554140127388535,0.9426751592356688,0.9873417721518988,0.006329113924050633,0.006329113924050633,0,1,1,LowVerify
155,0.12658227848101267,0.9556962025316456,0.9430379746835443,0.9874213836477987,0.006289308176100629,0.006289308176100629,0,1,1,LowVerify
156,0.12578616352201258,0.9559748427672956,0.9433962264150944,0.9875,0.00625,0.00625,0,1,1,LowVerify
157,0.13125,0.95625,0.94375,0.9875776397515528,0.006211180124223602,0.006211180124223602,1,1,1,LowVerify
158,0.13043478260869565,0.9565217391304348,0.9440993788819876,0.9876543209876543,0.006172839506172839,0.006172839506172839,0,1,1,LowVerify
159,0.12962962962962962,0.9567901234567902,0.9444444444444444,0.9877300613496932,0.006134969325153374,0.006134969325153374,0,1,1,LowVerify
160,0.12883435582822086,0.9570552147239264,0.9447852760736196,0.9878048780487805,0.006097560975609756,0.006097560975609756,0,1,1,LowVerify
161,0.12804878048780488,0.9573170731707317,0.9451219512195121,0.9878787878787879,0.006060606060606061,0.006060606060606061,0,1,1,LowVerify
162,0.12727272727272726,0.9575757575757575,0.9454545454545454,0.9879518072289156,0.006024096385542169,0.006024096385542169,0,1,1,LowVerify
163,0.12650602409638553,0.9578313253012049,0.9457831325301205,0.9880239520958084,0.005988023952095809,0.005988023952095809,0,1,1,LowVerify
164,0.1317365269461078,0.9580838323353293,0.9461077844311377,0.9880952380952381,0.005952380952380952,0.005952380952380952,1,1,1,LowVerify
165,0.13095238095238096,0.9583333333333334,0.9464285714285714,0.9881656804733728,0.005917159763313609,0.005917159763313609,0,1,1,LowVerify
166,0.1301775147928994,0.9585798816568047,0.9467455621301775,0.9882352941176471,0.0058823529411764705,0.0058823529411764705,0,1,1,LowVerify
167,0.12941176470588237,0.9588235294117647,0.9470588235294117,0.9883040935672515,0.005847953216374269,0.005847953216374269,0,1,1,LowVerify
168,0.1286549707602339,0.9590643274853801,0.9473684210526315,0.9883720930232558,0.005813953488372093,0.005813953488372093,0,1,1,LowVerify
169,0.12790697674418605,0.9593023255813954,0.9476744186046512,0.9884393063583815,0.005780346820809248,0.005780346820809248,0,1,1,LowVerify
170,0.12716763005780346,0.9595375722543352,0.9479768786127167,0.9885057471264368,0.005747126436781609,0.005747126436781609,0,1,1,LowVerify
171,0.12643678160919541,0.9597701149425287,0.9482758620689655,0.9885714285714285,0.005714285714285714,0.005714285714285714,0,1,1,LowVerify
172,0.12571428571428572,0.96,0.9485714285714286,0.9886363636363636,0.005681818181818182,0.005681818181818182,0,1,1,LowVerify
173,0.125,0.9602272727272727,0.9488636363636364,0.9887005649717514,0.005649717514124294,0.005649717514124294,0,1,1,LowVerify
174,0.12429378531073447,0.96045197740113,0.9491525423728814,0.9887640449438202,0.0056179775280898875,0.0056179775280898875,0,1,1,LowVerify
175,0.12359550561797752,0.9606741573033708,0.949438202247191,0.9888268156424581,0.00558659217877095,0.00558659217877095,0,1,1,LowVerify
176,0.12290502793296089,0.9608938547486033,0.9497206703910615,0.9888888888888889,0.005555555555555556,0.005555555555555556,0,1,1,LowVerify
177,0.12222222222222222,0.9611111111111111,0.95,0.988950276243094,0.0055248618784530384,0.0055248618784530384,0,1,1,LowVerify
178,0.12154696132596685,0.9613259668508287,0.9502762430939227,0.989010989010989,0.005494505494505495,0.005494505494505495,0,1,1,LowVerify
179,0.12087912087912088,0.9615384615384616,0.9505494505494505,0.9890710382513661,0.00546448087431694,0.00546448087431694,0,1,1,LowVerify
180,0.12021857923497267,0.9617486338797814,0.9508196721311475,0.9891304347826086,0.005434782608695652,0.005434782608695652,0,1,1,LowVerify
181,0.11956521739130435,0.9619565217391305,0.9510869565217391,0.9891891891891892,0.005405405405405406,0.005405405405405406,0,1,1,LowVerify
182,0.11891891891891893,0.9621621621621622,0.9513513513513514,0.989247311827957,0.005376344086021506,0.005376344086021506,0,1,1,LowVerify
183,0.11827956989247312,0.9623655913978495,0.9516129032258065,0.9893048128342246,0.0053475935828877,0.0053475935828877,0,1,1,LowVerify
184,0.11764705882352941,0.9625668449197861,0.9518716577540107,0.9893617021276596,0.005319148936170213,0.005319148936170213,0,1,1,LowVerify
185,0.11702127659574468,0.9627659574468085,0.9521276595744681,0.9894179894179894,0.005291005291005291,0.005291005291005291,0,1,1,LowVerify
186,0.1164021164021164,0.9629629629629629,0.9523809523809523,0.9894736842105263,0.005263157894736842,0.005263157894736842,0,1,1,LowVerify
187,0.11578947368421053,0.9631578947368421,0.9526315789473684,0.9895287958115183,0.005235602094240838,0.005235602094240838,0,1,1,LowVerify
188,0.11518324607329843,0.9633507853403142,0.9528795811518325,0.9895833333333334,0.005208333333333333,0.005208333333333333,0,1,1,LowVerify
189,0.11458333333333333,0.9635416666666666,0.953125,0.9896373056994818,0.0051813471502590676,0.0051813471502590676,0,1,1,LowVerify
190,0.11398963730569948,0.9637305699481865,0.9533678756476683,0.9896907216494846,0.005154639175257732,0.005154639175257732,0,1,1,LowVerify
191,0.1134020618556701,0.9639175257731959,0.9536082474226805,0.9897435897435898,0.005128205128205128,0.005128205128205128,0,1,1,LowVerify
192,0.11282051282051282,0.9641025641025641,0.9538461538461539,0.9897959183673469,0.00510204081632653,0.00510204081632653,0,1,1,LowVerify
193,0.11224489795918367,0.9642857142857143,0.9540816326530612,0.9898477157360406,0.005076142131979695,0.005076142131979695,0,1,1,LowVerify
194,0.1116751269035533,0.9644670050761421,0.9543147208121827,0.98989898989899,0.005050505050505051,0.005050505050505051,0,1,1,LowVerify
195,0.1111111111111111,0.9646464646464646,0.9545454545454546,0.9899497487437185,0.005025125628140704,0.005025125628140704,0,1,1,LowVerify
196,0.11055276381909548,0.964824120603015,0.9547738693467337,0.99,0.005,0.005,0,1,1,LowVerify
197,0.11,0.965,0.955,0.9900497512437811,0.004975124378109453,0.004975124378109453,0,1,1,LowVerify
198,0.10945273631840796,0.9651741293532339,0.9552238805970149,0.9900990099009901,0.0049504950495049506,0.0049504950495049506,0,1,1,LowVerify
199,0.11386138613861387,0.9653465346534653,0.9554455445544554,0.9901477832512315,0.0049261083743842365,0.0049261083743842365,1,1,1,LowVerify
200,0.11330049261083744,0.9655172413793104,0.9556650246305419,0.9901960784313726,0.004901960784313725,0.004901960784313725,0,1,1,LowVerify
201,0.11274509803921569,0.9656862745098039,0.9558823529411765,0.9902439024390244,0.004878048780487805,0.004878048780487805,0,1,1,LowVerify
202,0.11219512195121951,0.9658536585365853,0.9560975609756097,0.9902912621359223,0.0048543689320388345,0.0048543689320388345,0,1,1,LowVerify
203,0.11165048543689321,0.9660194174757282,0.9563106796116505,0.9903381642512077,0.004830917874396135,0.004830917874396135,0,1,1,LowVerify
204,0.1111111111111111,0.966183574879227,0.9565217391304348,0.9903846153846154,0.004807692307692308,0.004807692307692308,0,1,1,LowVerify
205,0.11057692307692307,0.9663461538461539,0.9567307692307693,0.9904306220095693,0.004784688995215311,0.004784688995215311,0,1,1,LowVerify
206,0.11004784688995216,0.9665071770334929,0.9569377990430622,0.9904761904761905,0.004761904761904762,0.004761904761904762,0,1,1,LowVerify
207,0.10952380952380952,0.9666666666666667,0.9571428571428572,0.990521327014218,0.004739336492890996,0.004739336492890996,0,1,1,LowVerify
208,0.10900473933649289,0.966824644549763,0.957345971563981,0.9905660377358491,0.0047169811320754715,0.0047169811320754715,0,1,1,LowVerify
209,0.11320754716981132,0.9669811320754716,0.9575471698113207,0.9906103286384976,0.004694835680751174,0.004694835680751174,1,1,1,LowVerify
210,0.11267605633802817,0.9671361502347418,0.9577464788732394,0.9906542056074766,0.004672897196261682,0.004672897196261682,0,1,1,LowVerify
211,0.11214953271028037,0.9672897196261683,0.9579439252336449,0.9906976744186047,0.004651162790697674,0.004651162790697674,0,1,1,LowVerify
