iteration,sigma_c_low_ai,sigma_c_medium_ai,sigma_c_high_ai,sigma_f_low_verify,sigma_f_base_verify,sigma_f_high_verify,candidate_br_low,candidate_br_medium,candidate_br_high,firm_br
26,0.6206896551724138,0.9655172413793104,0.9655172413793104,0.9333333333333333,0.03333333333333333,0.03333333333333333,0,1,1,LowVerify
27,0.6333333333333333,0.9666666666666667,0.9666666666666667,0.9354838709677419,0.03225806451612903,0.03225806451612903,1,1,1,LowVerify
28,0.6451612903225806,0.967741935483871,0.967741935483871,0.9375,0.03125,0.03125,1,1,1,LowVerify
29,0.65625,0.96875,0.96875,0.9393939393939394,0.030303030303030304,0.030303030303030304,1,1,1,LowVerify
30,0.6666666666666666,0.9696969696969697,0.9696969696969697,0.9411764705882353,0.029411764705882353,0.029411764705882353,1,1,1,LowVerify
31,0.6764705882352942,0.9705882352941176,0.9705882352941176,0.9428571428571428,0.02857142857142857,0.02857142857142857,1,1,1,LowVerify
32,0.6857142857142857,0.9714285714285714,0.9714285714285714,0.9444444444444444,0.027777777777777776,0.027777777777777776,1,1,1,LowVerify
33,0.6944444444444444,0.9722222222222222,0.9722222222222222,0.9459459459459459,0.02702702702702703,0.02702702702702703,1,1,1,LowVerify
34,0.7027027027027027,0.972972972972973,0.972972972972973,0.9473684210526315,0.02631578947368421,0.02631578947368421,1,1,1,LowVerify
35,0.7105263157894737,0.9736842105263158,0.9736842105263158,0.9487179487179487,0.02564102564102564,0.02564102564102564,1,1,1,LowVerify
36,0.717948717948718,0.9743589743589743,0.9743589743589743,0.95,0.025,0.025,1,1,1,LowVerify
37,0.725,0.975,0.975,0.9512195121951219,0.024390243902439025,0.024390243902439025,1,1,1,LowVerify
38,0.7317073170731707,0.975609756097561,0.975609756097561,0.9523809523809523,0.023809523809523808,0.023809523809523808,1,1,1,LowVerify
39,0.7380952380952381,0.9761904761904762,0.9761904761904762,0.9534883720930233,0.023255813953488372,0.023255813953488372,1,1,1,LowVerify
40,0.7441860465116279,0.9767441860465116,0.9767441860465116,0.9545454545454546,0.022727272727272728,0.022727272727272728,1,1,1,LowVerify
41,0.75,0.9772727272727273,0.9772727272727273,0.9555555555555556,0.022222222222222223,0.022222222222222223,1,1,1,LowVerify
42,0.7555555555555555,0.9777777777777777,0.9777777777777777,0.9565217391304348,0.021739130434782608,0.021739130434782608,1,1,1,LowVerify
43,0.7608695652173914,0.9782608695652174,0.9782608695652174,0.9574468085106383,0.02127659574468085,0.02127659574468085,1,1,1,LowVerify
44,0.7446808510638298,0.9787234042553191,0.9787234042553191,0.9583333333333334,0.020833333333333332,0.020833333333333332,0,1,1,LowVerify
45,0.7291666666666666,0.9791666666666666,0.9791666666666666,0.9591836734693877,0.02040816326530612,0.02040816326530612,0,1,1,LowVerify
46,0.7346938775510204,0.9795918367346939,0.9795918367346939,0.96,0.02,0.02,1,1,1,LowVerify
47,0.72,0.98,0.98,0.9607843137254902,0.0196078431372549,0.0196078431372549,0,1,1,LowVerify
48,0.7254901960784313,0.9803921568627451,0.9803921568627451,0.9615384615384616,0.019230769230769232,0.019230769230769232,1,1,1,LowVerify
49,0.7307692307692307,0.9807692307692307,0.9807692307692307,0.9622641509433962,0.018867924528301886,0.018867924528301886,1,1,1,LowVerify
50,0.7169811320754716,0.9811320754716981,0.9811320754716981,0.9629629629629629,0.018518518518518517,0.018518518518518517,0,1,1,LowVerify
51,0.7222222222222222,0.9814814814814815,0.9814814814814815,0.9636363636363636,0.01818181818181818,0.01818181818181818,1,1,1,LowVerify
52,0.7272727272727273,0.9818181818181818,0.9818181818181818,0.9642857142857143,0.017857142857142856,0.017857142857142856,1,1,1,LowVerify
53,0.7321428571428571,0.9821428571428571,0.9821428571428571,0.9649122807017544,0.017543859649122806,0.017543859649122806,1,1,1,LowVerify
54,0.7368421052631579,0.9824561403508771,0.9824561403508771,0.9655172413793104,0.017241379310344827,0.017241379310344827,1,1,1,LowVerify
55,0.7413793103448276,0.9827586206896551,0.9827586206896551,0.9661016949152542,0.01694915254237288,0.01694915254237288,1,1,1,LowVerify
56,0.7457627118644068,0.9830508474576272,0.9830508474576272,0.9666666666666667,0.016666666666666666,0.016666666666666666,1,1,1,LowVerify
57,0.75,0.9833333333333333,0.9833333333333333,0.9672131147540983,0.01639344262295082,0.01639344262295082,1,1,1,LowVerify
58,0.7540983606557377,0.9836065573770492,0.9836065573770492,0.967741935483871,0.016129032258064516,0.016129032258064516,1,1,1,LowVerify
59,0.7419354838709677,0.9838709677419355,0.9838709677419355,0.9682539682539683,0.015873015873015872,0.015873015873015872,0,1,1,LowVerify
60,0.7301587301587301,0.9841269841269841,0.9841269841269841,0.96875,0.015625,0.015625,0,1,1,LowVerify
61,0.734375,0.984375,0.984375,0.9692307692307692,0.015384615384615385,0.015384615384615385,1,1,1,LowVerify
62,0.7384615384615385,0.9846153846153847,0.9846153846153847,0.9696969696969697,0.015151515151515152,0.015151515151515152,1,1,1,LowVerify
63,0.7424242424242424,0.9848484848484849,0.9848484848484849,0.9701492537313433,0.014925373134328358,0.014925373134328358,1,1,1,LowVerify
64,0.746268656716418,0.9850746268656716,0.9850746268656716,0.9705882352941176,0.014705882352941176,0.014705882352941176,1,1,1,LowVerify
65,0.7352941176470589,0.9852941176470589,0.9852941176470589,0.9710144927536232,0.014492753623188406,0.014492753623188406,0,1,1,LowVerify
66,0.7391304347826086,0.9855072463768116,0.9855072463768116,0.9714285714285714,0.014285714285714285,0.014285714285714285,1,1,1,LowVerify
67,0.7428571428571429,0.9857142857142858,0.9857142857142858,0.971830985915493,0.014084507042253521,0.014084507042253521,1,1,1,LowVerify
68,0.7464788732394366,0.9859154929577465,0.9859154929577465,0.9722222222222222,0.013888888888888888,0.013888888888888888,1,1,1,LowVerify
69,0.75,0.9861111111111112,0.9861111111111112,0.9726027397260274,0.0136986301369863,0.0136986301369863,1,1,1,LowVerify
70,0.7534246575342466,0.9863013698630136,0.9863013698630136,0.972972972972973,0.013513513513513514,0.013513513513513514,1,1,1,LowVerify
71,0.7567567567567568,0.9864864864864865,0.9864864864864865,0.9733333333333334,0.013333333333333334,0.013333333333333334,1,1,1,LowVerify
72,0.76,0.9866666666666667,0.9866666666666667,0.9736842105263158,0.013157894736842105,0.013157894736842105,1,1,1,LowVerify
73,0.7631578947368421,0.9868421052631579,0.9868421052631579,0.974025974025974,0.012987012987012988,0.012987012987012988,1,1,1,LowVerify
74,0.7662337662337663,0.987012987012987,0.987012987012987,0.9743589743589743,0.01282051282051282,0.01282051282051282,1,1,1,LowVerify
75,0.7692307692307693,0.9871794871794872,0.9871794871794872,0.9746835443037974,0.012658227848101266,0.012658227848101266,1,1,1,LowVerify
76,0.7721518987341772,0.9873417721518988,0.9873417721518988,0.975,0.0125,0.0125,1,1,1,LowVerify
77,0.775,0.9875,0.9875,0.9753086419753086,0.012345679012345678,0.012345679012345678,1,1,1,LowVerify
78,0.7777777777777778,0.9876543209876543,0.9876543209876543,0.975609756097561,0.012195121951219513,0.012195121951219513,1,1,1,LowVerify
79,0.7804878048780488,0.9878048780487805,0.9878048780487805,0.9759036144578314,0.012048192771084338,0.012048192771084338,1,1,1,LowVerify
80,0.7831325301204819,0.9879518072289156,0.9879518072289156,0.9761904761904762,0.011904761904761904,0.011904761904761904,1,1,1,LowVerify
81,0.7857142857142857,0.9880952380952381,0.9880952380952381,0.9764705882352941,0.011764705882352941,0.011764705882352941,1,1,1,LowVerify
82,0.788235294117647,0.9882352941176471,0.9882352941176471,0.9767441860465116,0.011627906976744186,0.011627906976744186,1,1,1,LowVerify
83,0.7906976744186046,0.9883720930232558,0.9883720930232558,0.9770114942528736,0.011494252873563218,0.011494252873563218,1,1,1,LowVerify
84,0.7931034482758621,0.9885057471264368,0.9885057471264368,0.9772727272727273,0.011363636363636364,0.011363636363636364,1,1,1,LowVerify
85,0.7954545454545454,0.9886363636363636,0.9886363636363636,0.9775280898876404,0.011235955056179775,0.011235955056179775,1,1,1,LowVerify
86,0.797752808988764,0.9887640449438202,0.9887640449438202,0.9777777777777777,0.011111111111111112,0.011111111111111112,1,1,1,LowVerify
87,0.7888888888888889,0.9888888888888889,0.9888888888888889,0.978021978021978,0.01098901098901099,0.01098901098901099,0,1,1,LowVerify
88,0.7912087912087912,0.989010989010989,0.989010989010989,0.9782608695652174,0.010869565217391304,0.010869565217391304,1,1,1,LowVerify
89,0.7934782608695652,0.9891304347826086,0.9891304347826086,0.978494623655914,0.010752688172043012,0.010752688172043012,1,1,1,LowVerify
90,0.7956989247311828,0.989247311827957,0.989247311827957,0.9787234042553191,0.010638297872340425,0.010638297872340425,1,1,1,LowVerify
91,0.7978723404255319,0.9893617021276596,0.9893617021276596,0.9789473684210527,0.010526315789473684,0.010526315789473684,1,1,1,LowVerify
92,0.8,0.9894736842105263,0.9894736842105263,0.9791666666666666,0.010416666666666666,0.010416666666666666,1,1,1,LowVerify
93,0.7916666666666666,0.9895833333333334,0.9895833333333334,0.979381443298969,0.010309278350515464,0.010309278350515464,0,1,1,LowVerify
94,0.7835051546391752,0.9896907216494846,0.9896907216494846,0.9795918367346939,0.01020408163265306,0.01020408163265306,0,1,1,LowVerify
95,0.7857142857142857,0.9897959183673469,0.9897959183673469,0.9797979797979798,0.010101010101010102,0.010101010101010102,1,1,1,LowVerify
96,0.7878787878787878,0.98989898989899,0.98989898989899,0.98,0.01,0.01,1,1,1,LowVerify
97,0.79,0.99,0.99,0.9801980198019802,0.009900990099009901,0.009900990099009901,1,1,1,LowVerify
98,0.7920792079207921,0.9900990099009901,0.9900990099009901,0.9803921568627451,0.00980392156862745,0.00980392156862745,1,1,1,LowVerify
99,0.7941176470588235,0.9901960784313726,0.9901960784313726,0.9805825242718447,0.009708737864077669,0.009708737864077669,1,1,1,LowVerify
100,0.7961165048543689,0.9902912621359223,0.9902912621359223,0.9807692307692307,0.009615384615384616,0.009615384615384616,1,1,1,LowVerify
101,0.7980769230769231,0.9903846153846154,0.9903846153846154,0.9809523809523809,0.009523809523809525,0.009523809523809525,1,1,1,LowVerify
102,0.7904761904761904,0.9904761904761905,0.9904761904761905,0.9811320754716981,0.009433962264150943,0.009433962264150943,0,1,1,LowVerify
103,0.7924528301886793,0.9905660377358491,0.9905660377358491,0.9813084112149533,0.009345794392523364,0.009345794392523364,1,1,1,LowVerify
104,0.794392523364486,0.9906542056074766,0.9906542056074766,0.9814814814814815,0.009259259259259259,0.009259259259259259,1,1,1,LowVerify
105,0.7962962962962963,0.9907407407407407,0.9907407407407407,0.981651376146789,0.009174311926605505,0.009174311926605505,1,1,1,LowVerify
106,0.7981651376146789,0.9908256880733946,0.9908256880733946,0.9818181818181818,0.00909090909090909,0.00909090909090909,1,1,1,LowVerify
107,0.7909090909090909,0.990909090909091,0.990909090909091,0.9819819819819819,0.009009009009009009,0.009009009009009009,0,1,1,LowVerify
108,0.7927927927927928,0.990990990990991,0.990990990990991,0.9821428571428571,0.008928571428571428,0.008928571428571428,1,1,1,LowVerify
109,0.7946428571428571,0.9910714285714286,0.9910714285714286,0.9823008849557522,0.008849557522123894,0.008849557522123894,1,1,1,LowVerify
110,0.7964601769911505,0.9911504424778761,0.9911504424778761,0.9824561403508771,0.008771929824561403,0.008771929824561403,1,1,1,LowVerify
111,0.7982456140350878,0.9912280701754386,0.9912280701754386,0.9826086956521739,0.008695652173913044,0.008695652173913044,1,1,1,LowVerify
112,0.8,0.991304347826087,0.991304347826087,0.9827586206896551,0.008620689655172414,0.008620689655172414,1,1,1,LowVerify
113,0.7931034482758621,0.9913793103448276,0.9913793103448276,0.9829059829059829,0.008547008547008548,0.008547008547008548,0,1,1,LowVerify
114,0.7948717948717948,0.9914529914529915,0.9914529914529915,0.9830508474576272,0.00847457627118644,0.00847457627118644,1,1,1,LowVerify
115,0.7966101694915254,0.9915254237288136,0.9915254237288136,0.9831932773109243,0.008403361344537815,0.008403361344537815,1,1,1,LowVerify
116,0.7983193277310925,0.9915966386554622,0.9915966386554622,0.9833333333333333,0.008333333333333333,0.008333333333333333,1,1,1,LowVerify
117,0.8,0.9916666666666667,0.9916666666666667,0.9834710743801653,0.008264462809917356,0.008264462809917356,1,1,1,LowVerify
118,0.8016528925619835,0.9917355371900827,0.9917355371900827,0.9836065573770492,0.00819672131147541,0.00819672131147541,1,1,1,LowVerify
119,0.7950819672131147,0.9918032786885246,0.9918032786885246,0.983739837398374,0.008130081300813009,0.008130081300813009,0,1,1,LowVerify
120,0.7886178861788617,0.991869918699187,0.991869918699187,0.9838709677419355,0.008064516129032258,0.008064516129032258,0,1,1,LowVerify
121,0.7903225806451613,0.9919354838709677,0.9919354838709677,0.984,0.008,0.008,1,1,1,LowVerify
122,0.792,0.992,0.992,0.9841269841269841,0.007936507936507936,0.007936507936507936,1,1,1,LowVerify
123,0.7936507936507936,0.9920634920634921,0.9920634920634921,0.984251968503937,0.007874015748031496,0.007874015748031496,1,1,1,LowVerify
124,0.7952755905511811,0.9921259842519685,0.9921259842519685,0.984375,0.0078125,0.0078125,1,1,1,LowVerify
125,0.796875,0.9921875,0.9921875,0.9844961240310077,0.007751937984496124,0.007751937984496124,1,1,1,LowVerify
126,0.7906976744186046,0.9922480620155039,0.9922480620155039,0.9846153846153847,0.007692307692307693,0.007692307692307693,0,1,1,LowVerify
127,0.7923076923076923,0.9923076923076923,0.9923076923076923,0.9847328244274809,0.007633587786259542,0.007633587786259542,1,1,1,LowVerify
128,0.7938931297709924,0.9923664122137404,0.9923664122137404,0.9848484848484849,0.007575757575757576,0.007575757575757576,1,1,1,LowVerify
129,0.7878787878787878,0.9924242424242424,0.9924242424242424,0.9849624060150376,0.007518796992481203,0.007518796992481203,0,1,1,LowVerify
130,0.7894736842105263,0.9924812030075187,0.9924812030075187,0.9850746268656716,0.007462686567164179,0.007462686567164179,1,1,1,LowVerify
131,0.7910447761194029,0.9925373134328358,0.9925373134328358,0.9851851851851852,0.007407407407407408,0.007407407407407408,1,1,1,LowVerify
132,0.7851851851851852,0.9925925925925926,0.9925925925925926,0.9852941176470589,0.007352941176470588,0.007352941176470588,0,1,1,LowVerify
133,0.7867647058823529,0.9926470588235294,0.9926470588235294,0.9854014598540146,0.0072992700729927005,0.0072992700729927005,1,1,1,LowVerify
134,0.7883211678832117,0.9927007299270073,0.9927007299270073,0.9855072463768116,0.007246376811594203,0.007246376811594203,1,1,1,LowVerify
135,0.7898550724637681,0.9927536231884058,0.9927536231884058,0.9856115107913669,0.007194244604316547,0.007194244604316547,1,1,1,LowVerify
136,0.7913669064748201,0.9928057553956835,0.9928057553956835,0.9857142857142858,0.007142857142857143,0.007142857142857143,1,1,1,LowVerify
137,0.7928571428571428,0.9928571428571429,0.9928571428571429,0.9858156028368794,0.0070921985815602835,0.0070921985815602835,1,1,1,LowVerify
138,0.7943262411347518,0.9929078014184397,0.9929078014184397,0.9859154929577465,0.007042253521126761,0.007042253521126761,1,1,1,LowVerify
139,0.795774647887324,0.9929577464788732,0.9929577464788732,0.986013986013986,0.006993006993006993,0.006993006993006993,1,1,1,LowVerify
140,0.7972027972027972,0.993006993006993,0.993006993006993,0.9861111111111112,0.006944444444444444,0.006944444444444444,1,1,1,LowVerify
141,0.7986111111111112,0.9930555555555556,0.9930555555555556,0.9862068965517241,0.006896551724137931,0.006896551724137931,1,1,1,LowVerify
142,0.8,0.993103448275862,0.993103448275862,0.9863013698630136,0.00684931506849315,0.00684931506849315,1,1,1,LowVerify
143,0.8013698630136986,0.9931506849315068,0.9931506849315068,0.9863945578231292,0.006802721088435374,0.006802721088435374,1,1,1,LowVerify
144,0.8027210884353742,0.9931972789115646,0.9931972789115646,0.9864864864864865,0.006756756756756757,0.006756756756756757,1,1,1,LowVerify
145,0.7972972972972973,0.9932432432432432,0.9932432432432432,0.9865771812080537,0.006711409395973154,0.006711409395973154,0,1,1,LowVerify
146,0.7919463087248322,0.9932885906040269,0.9932885906040269,0.9866666666666667,0.006666666666666667,0.006666666666666667,0,1,1,LowVerify
147,0.7933333333333333,0.9933333333333333,0.9933333333333333,0.9867549668874173,0.006622516556291391,0.006622516556291391,1,1,1,LowVerify
148,0.7947019867549668,0.9933774834437086,0.9933774834437086,0.9868421052631579,0.006578947368421052,0.006578947368421052,1,1,1,LowVerify
149,0.7960526315789473,0.993421052631579,0.993421052631579,0.9869281045751634,0.006535947712418301,0.006535947712418301,1,1,1,LowVerify
150,0.7973856209150327,0.9934640522875817,0.9934640522875817,0.987012987012987,0.006493506493506494,0.006493506493506494,1,1,1,LowVerify
151,0.7987012987012987,0.9935064935064936,0.9935064935064936,0.9870967741935484,0.0064516129032258064,0.0064516129032258064,1,1,1,LowVerify
152,0.8,0.9935483870967742,0.9935483870967742,0.9871794871794872,0.00641025641025641,0.00641025641025641,1,1,1,LowVerify
153,0.8012820512820513,0.9935897435897436,0.9935897435897436,0.9872611464968153,0.006369426751592357,0.006369426751592357,1,1,1,LowVerify
154,0.802547770700637,0.9936305732484076,0.9936305732484076,0.9873417721518988,0.006329113924050633,0.006329113924050633,1,1,1,LowVerify
155,0.8037974683544303,0.9936708860759493,0.9936708860759493,0.9874213836477987,0.006289308176100629,0.006289308176100629,1,1,1,LowVerify
156,0.8050314465408805,0.9937106918238994,0.9937106918238994,0.9875,0.00625,0.00625,1,1,1,LowVerify
157,0.80625,0.99375,0.99375,0.9875776397515528,0.006211180124223602,0.006211180124223602,1,1,1,LowVerify
158,0.8074534161490683,0.9937888198757764,0.9937888198757764,0.9876543209876543,0.006172839506172839,0.006172839506172839,1,1,1,LowVerify
159,0.808641975308642,0.9938271604938271,0.9938271604938271,0.9877300613496932,0.006134969325153374,0.006134969325153374,1,1,1,LowVerify
160,0.8098159509202454,0.9938650306748467,0.9938650306748467,0.9878048780487805,0.006097560975609756,0.006097560975609756,1,1,1,LowVerify
161,0.8048780487804879,0.9939024390243902,0.9939024390243902,0.9878787878787879,0.006060606060606061,0.006060606060606061,0,1,1,LowVerify
162,0.806060606060606,0.9939393939393939,0.9939393939393939,0.9879518072289156,0.006024096385542169,0.006024096385542169,1,1,1,LowVerify
163,0.8072289156626506,0.9939759036144579,0.9939759036144579,0.9880239520958084,0.005988023952095809,0.005988023952095809,1,1,1,LowVerify
164,0.8083832335329342,0.9940119760479041,0.9940119760479041,0.9880952380952381,0.005952380952380952,0.005952380952380952,1,1,1,LowVerify
165,0.8095238095238095,0.9940476190476191,0.9940476190476191,0.9881656804733728,0.005917159763313609,0.005917159763313609,1,1,1,LowVerify
166,0.8047337278106509,0.9940828402366864,0.9940828402366864,0.9882352941176471,0.0058823529411764705,0.0058823529411764705,0,1,1,LowVerify
167,0.8,0.9941176470588236,0.9941176470588236,0.9883040935672515,0.005847953216374269,0.005847953216374269,0,1,1,LowVerify
168,0.7953216374269005,0.9941520467836257,0.9941520467836257,0.9883720930232558,0.005813953488372093,0.005813953488372093,0,1,1,LowVerify
169,0.7965116279069767,0.9941860465116279,0.9941860465116279,0.9884393063583815,0.005780346820809248,0.005780346820809248,1,1,1,LowVerify
170,0.7976878612716763,0.9942196531791907,0.9942196531791907,0.9885057471264368,0.005747126436781609,0.005747126436781609,1,1,1,LowVerify
171,0.7988505747126436,0.9942528735632183,0.9942528735632183,0.9885714285714285,0.005714285714285714,0.005714285714285714,1,1,1,LowVerify
172,0.8,0.9942857142857143,0.9942857142857143,0.9886363636363636,0.005681818181818182,0.005681818181818182,1,1,1,LowVerify
173,0.7954545454545454,0.9943181818181818,0.9943181818181818,0.9887005649717514,0.005649717514124294,0.005649717514124294,0,1,1,LowVerify
174,0.7909604519774012,0.9943502824858758,0.9943502824858758,0.9887640449438202,0.0056179775280898875,0.0056179775280898875,0,1,1,LowVerify
175,0.7921348314606742,0.9943820224719101,0.9943820224719101,0.9888268156424581,0.00558659217877095,0.00558659217877095,1,1,1,LowVerify
176,0.7932960893854749,0.994413407821229,0.994413407821229,0.9888888888888889,0.005555555555555556,0.005555555555555556,1,1,1,LowVerify
177,0.7944444444444444,0.9944444444444445,0.9944444444444445,0.988950276243094,0.0055248618784530384,0.0055248618784530384,1,1,1,LowVerify
178,0.7955801104972375,0.994475138121547,0.994475138121547,0.989010989010989,0.005494505494505495,0.005494505494505495,1,1,1,LowVerify
179,0.7967032967032966,0.9945054945054945,0.9945054945054945,0.9890710382513661,0.00546448087431694,0.00546448087431694,1,1,1,LowVerify
180,0.7978142076502732,0.994535519125683,0.994535519125683,0.9891304347826086,0.005434782608695652,0.005434782608695652,1,1,1,LowVerify
181,0.7989130434782609,0.9945652173913043,0.9945652173913043,0.9891891891891892,0.005405405405405406,0.005405405405405406,1,1,1,LowVerify
182,0.8,0.9945945945945946,0.9945945945945946,0.989247311827957,0.005376344086021506,0.005376344086021506,1,1,1,LowVerify
183,0.8010752688172043,0.9946236559139785,0.9946236559139785,0.9893048128342246,0.0053475935828877,0.0053475935828877,1,1,1,LowVerify
184,0.8021390374331551,0.9946524064171123,0.9946524064171123,0.9893617021276596,0.005319148936170213,0.005319148936170213,1,1,1,LowVerify
185,0.8031914893617021,0.9946808510638298,0.9946808510638298,0.9894179894179894,0.005291005291005291,0.005291005291005291,1,1,1,LowVerify
186,0.8042328042328042,0.9947089947089947,0.9947089947089947,0.9894736842105263,0.005263157894736842,0.005263157894736842,1,1,1,LowVerify
187,0.8052631578947368,0.9947368421052631,0.9947368421052631,0.9895287958115183,0.005235602094240838,0.005235602094240838,1,1,1,LowVerify
188,0.806282722513089,0.9947643979057592,0.9947643979057592,0.9895833333333334,0.005208333333333333,0.005208333333333333,1,1,1,LowVerify
189,0.8072916666666666,0.9947916666666666,0.9947916666666666,0.9896373056994818,0.0051813471502590676,0.0051813471502590676,1,1,1,LowVerify
190,0.8082901554404145,0.9948186528497409,0.9948186528497409,0.9896907216494846,0.005154639175257732,0.005154639175257732,1,1,1,LowVerify
191,0.8092783505154639,0.9948453608247423,0.9948453608247423,0.9897435897435898,0.005128205128205128,0.005128205128205128,1,1,1,LowVerify
192,0.8102564102564103,0.9948717948717949,0.9948717948717949,0.9897959183673469,0.00510204081632653,0.00510204081632653,1,1,1,LowVerify
193,0.8112244897959183,0.9948979591836735,0.9948979591836735,0.9898477157360406,0.005076142131979695,0.005076142131979695,1,1,1,LowVerify
194,0.8121827411167513,0.9949238578680203,0.9949238578680203,0.98989898989899,0.005050505050505051,0.005050505050505051,1,1,1,LowVerify
195,0.8131313131313131,0.9949494949494949,0.9949494949494949,0.9899497487437185,0.005025125628140704,0.005025125628140704,1,1,1,LowVerify
196,0.8140703517587939,0.9949748743718593,0.9949748743718593,0.99,0.005,0.005,1,1,1,LowVerify
197,0.815,0.995,0.995,0.9900497512437811,0.004975124378109453,0.004975124378109453,1,1,1,LowVerify
198,0.8159203980099502,0.9950248756218906,0.9950248756218906,0.9900990099009901,0.0049504950495049506,0.0049504950495049506,1,1,1,LowVerify
199,0.8168316831683168,0.995049504950495,0.995049504950495,0.9901477832512315,0.0049261083743842365,0.0049261083743842365,1,1,1,LowVerify
200,0.8177339901477833,0.9950738916256158,0.9950738916256158,0.9901960784313726,0.004901960784313725,0.004901960784313725,1,1,1,LowVerify
201,0.8186274509803921,0.9950980392156863,0.9950980392156863,0.9902439024390244,0.004878048780487805,0.004878048780487805,1,1,1,LowVerify
202,0.8195121951219512,0.9951219512195122,0.9951219512195122,0.9902912621359223,0.0048543689320388345,0.0048543689320388345,1,1,1,LowVerify
203,0.8203883495145631,0.9951456310679612,0.9951456310679612,0.9903381642512077,0.004830917874396135,0.004830917874396135,1,1,1,LowVerify
204,0.821256038647343,0.9951690821256038,0.9951690821256038,0.9903846153846154,0.004807692307692308,0.004807692307692308,1,1,1,LowVerify
205,0.8221153846153846,0.9951923076923077,0.9951923076923077,0.9904306220095693,0.004784688995215311,0.004784688995215311,1,1,1,LowVerify
206,0.8181818181818182,0.9952153110047847,0.9952153110047847,0.9904761904761905,0.004761904761904762,0.004761904761904762,0,1,1,LowVerify
207,0.819047619047619,0.9952380952380953,0.9952380952380953,0.990521327014218,0.004739336492890996,0.004739336492890996,1,1,1,LowVerify
208,0.8199052132701422,0.995260663507109,0.995260663507109,0.9905660377358491,0.0047169811320754715,0.0047169811320754715,1,1,1,LowVerify
209,0.8207547169811321,0.9952830188679245,0.9952830188679245,0.9906103286384976,0.004694835680751174,0.004694835680751174,1,1,1,LowVerify
210,0.8215962441314554,0.9953051643192489,0.9953051643192489,0.9906542056074766,0.004672897196261682,0.004672897196261682,1,1,1,LowVerify
